Source,Comment,BoardWidth,BoardHeight,TextLabel,Type,Graphics,Xref,GraphId,GroupRef,BiopaxRef,Attribute,GroupId,Style,CenterX,CenterY,PublicationXref,openControlledVocabulary,GraphRef,Href,Key,Value
,,,,HLA-DRA,GeneProduct,,,b5a80,,,,,,,,,,,,,
,,,,HLA-DMA,GeneProduct,,,ba0fb,,,,,,,,,,,,,
,,,,IZUMO1,GeneProduct,,,ba12c,,,,,,,,,,,,,
,,,,NDST1,GeneProduct,,,bb616,,,,,,,,,,,,,
,,,,BHC complex,Complex,,,bbedd,d4ec0,,,,,,,,,,,,
,,,,SLC35C1,GeneProduct,,,c03d3,,,,,,,,,,,,,
,,,,CD4,GeneProduct,,,c188b,,d00,,,,,,,,,,,
,,,,CHST1,GeneProduct,,,c20c1,,,,,,,,,,,,,
,,,,CD63,GeneProduct,,,c2cfb,,,,,,,,,,,,,
,,,,Alpha-Dystroglycan,Metabolite,,,c3c3e,,,,,,,,,,,,,
,,,,Keratan,Metabolite,,,c4603,f4f67,,,,,,,,,,,,
,,,,an N1-methyladenosine in mRNA,Metabolite,,,c465a,e8b47,,,,,,,,,,,,
,,,,HBEGF,GeneProduct,,,c8e27,,c27,,,,,,,,,,,
,,,,SYT13,GeneProduct,,,ca947,,,,,,,,,,,,,
,,,,O2,Metabolite,,,caf3f,e8b47,,,,,,,,,,,,
,,,,CD53,GeneProduct,,,cbe37,,f31,,,,,,,,,,,
,,,,Syndecan,GeneProduct,,,cfc5e,,,,,,,,,,,,,
,,,,2-oxoglutarate,Metabolite,,,d0a3f,e8b47,,,,,,,,,,,,
,,,,CRY2,GeneProduct,,,d1d7d,,,,,,,,,,,,,
,,,,"3-O-{ÃƒÅ½Ã‚Â±-D-GlcNAc-[(1ÃƒÂ¢Ã¢â‚¬Â Ã¢â‚¬â„¢4)-ÃƒÅ½Ã‚Â²-D-GlcA-(1ÃƒÂ¢Ã¢â‚¬Â Ã¢â‚¬â„¢4)-ÃƒÅ½Ã‚Â±-D-GlcNAc](n)-(1ÃƒÂ¢Ã¢â‚¬Â Ã¢â‚¬â„¢4)-ÃƒÅ½Ã‚Â²-D-GlcA-
(1ÃƒÂ¢Ã¢â‚¬Â Ã¢â‚¬â„¢3)-ÃƒÅ½Ã‚Â²-D-Gal-(1ÃƒÂ¢Ã¢â‚¬Â Ã¢â‚¬â„¢3)-ÃƒÅ½Ã‚Â²-D-Gal-(1ÃƒÂ¢Ã¢â‚¬Â Ã¢â‚¬â„¢4)-ÃƒÅ½Ã‚Â²-D-Xyl}-L-seryl-[protein]",Metabolite,,,d2af1,,,,,,,,,,,,,
,,,,formaldehyde,Metabolite,,,d37cb,b5b79,,,,,,,,,,,,
,,,,ALKBH3,GeneProduct,,,d4775,,,,,,,,,,,,,
,,,,CD19,GeneProduct,,,d5791,,fef,,,,,,,,,,,
,,,,Fe2+,Metabolite,,,d6ee5,,,,,,,,,,,,,
,,,,ITGA4,GeneProduct,,,d6f56,,,,,,,,,,,,,
,,,,TP53I11,GeneProduct,,,d7ef5,,,,,,,,,,,,,
,,,,VANGL1,GeneProduct,,,d8188,,a94,,,,,,,,,,,
,,,,C11orf96,GeneProduct,,,db627,,,,,,,,,,,,,
,,,,MAPK8IP1,GeneProduct,,,dc63f,,,,,,,,,,,,,
,,,,LGALS3BP,GeneProduct,,,e4f5a,,fbc,,,,,,,,,,,
,KAI1,,,CD82,GeneProduct,,,e5538,,,,,,,,,,,,,
,,,,CD151,GeneProduct,,,e59f4,,f45,,,,,,,,,,,
,,,,ACCS,GeneProduct,,,e5d34,,,,,,,,,,,,,
,,,,B4GALT4,GeneProduct,,,e7ace,,,,,,,,,,,,,
,,,,BMAL1,GeneProduct,,,e7c39,fe005,,,,,,,,,,,,
,,,,B4GAT1,GeneProduct,,,e7ee6,,,,,,,,,,,,,
,,,,SDCBP,GeneProduct,,,e854a,,,,,,,,,,,,,
,,,,MS4A1,GeneProduct,,,ead0f,,f31,,,,,,,,,,,
,,,,TSPAN18,GeneProduct,,,ead9a,,,,,,,,,,,,,
,,,,EXT2,GeneProduct,,,eb43b,,,,,,,,,,,,,
,,,,PHF21A,GeneProduct,,,eb9f8,,,,,,,,,,,,,
,,,,B3GNT7,GeneProduct,,,ec4d9,,,,,,,,,,,,,
,,,,L-vinylglycine,Metabolite,,,ed525,,,,,,,,,,,,,
,,,,succinate,Metabolite,,,f044c,b5b79,,,,,,,,,,,,
,,,,UDP,Metabolite,,,f0c5c,,,,,,,,,,,,,
,,,,AMP residue,Metabolite,,,f1ad9,b5b79,,,,,,,,,,,,
,,,,ITGB1,GeneProduct,,,f5257,,,,,,,,,,,,,
,,,,TP53,GeneProduct,,,f5538,,,,,,,,,,,,,
,,,,ITGA3,GeneProduct,,,f60b3,,,,,,,,,,,,,
,,,,CO2,Metabolite,,,f8e74,b5b79,,,,,,,,,,,,
,,,,UDP-N-acetyl-alpha-D-glucosamine,Metabolite,,,fb8c0,,,,,,,,,,,,,
,,,,EXT1,GeneProduct,,,fc752,b2319,,,,,,,,,,,,
,,,,ALX4,GeneProduct,,,fd947,,,,,,,,,,,,,
,,,,3'-phospho-5'-adenylyl sulfate,Metabolite,,,fe46b,f4f67,,,,,,,,,,,,
,,,,CD63,GeneProduct,,,ffbe1,,,,,,,,,,,,,
,,,,NRXN1,GeneProduct,,,d3d92,,,,,,,,,,,,,
,,,,GDP-b-L-fucose (in),Metabolite,,,c9554,,,,,,,,,,,,,
,,,,GMP (out),Metabolite,,,fb1e5,,,,,,,,,,,,,
,,,,GDP-b-L-fucose (out),Metabolite,,,f6c59,,,,,,,,,,,,,
,,,,GMP (in),Metabolite,,,c61ad,,,,,,,,,,,,,
,,,,Circadian regulation,Pathway,,,c730a,,,,,,,,,,,,,
,,,,MAPK signalling,Pathway,,,e1cec,,,,,,,,,,,,,
,,,,C11orf94,GeneProduct,,,fab81,,,,,,,,,,,,,
,,,,PEX16,GeneProduct,,,dfa7e,,,,,,,,,,,,,
,,,,PMP34,Protein,,,b8108,,,,,,,,,,,,,
,,,,Pex3,Protein,,,dd266,,,,,,,,,,,,,
,GYLTL1B,,,LARGE2,GeneProduct,,,cb631,,,,,,,,,,,,,
,,,,Histone modifications,Pathway,,,bbc96,,,,,,,,,,,,,
,,,,EXT2,GeneProduct,,,acce6,b2319,,,,,,,,,,,,
,,,,ALX4,GeneProduct,,,b43b3,ba1df,,,,,,,,,,,,
,,,,PHF21A,GeneProduct,,,f9737,d4ec0,,,,,,,,,,,,
,,,,,,,,id11bfc8d0,,,,,,,,,,,,,
,"TP53 controls expression of CD82
",,,,,,,id1fda4ebc,,ae7,,,,,,,,,,,
,,,,,,,,id2b6a8727,,,,,,,,,,,,,
,,,,,,,,id2e4f842c,,,,,,,,,,,,,
,,,,,,,,id35142a42,,d82,,,,,,,,,,,
,,,,,,,,id4d0b489d,,,,,,,,,,,,,
,,,,,,,,id4f6bd40d,,bc5,,,,,,,,,,,
,,,,,,,,id53f28e90,,,,,,,,,,,,,
,,,,,,,,id553fac7d,,bed,,,,,,,,,,,
,,,,,,,,id56380166,,dff,,,,,,,,,,,
,,,,,,,,id5a657fa5,,cf9,,,,,,,,,,,
,,,,,,,,id5ea2f4da,,,,,,,,,,,,,
,,,,,,,,id5f0a76dc,,d44,,,,,,,,,,,
,,,,,,,,id600d515f,,,,,,,,,,,,,
,,,,,,,,id6026af8e,,c34,,,,,,,,,,,
,,,,,,,,id68760468,,,,,,,,,,,,,
,,,,,,,,id69dfa105,,a4a,,,,,,,,,,,
,,,,,,,,id6fb3a02e,,c34,,,,,,,,,,,
,,,,,,,,id74608e53,,,,,,,,,,,,,
,,,,,,,,id74bb8f0b,,c1c,,,,,,,,,,,
,,,,,,,,id86fcaedb,,b99,,,,,,,,,,,
,,,,,,,,id89242c65,,a09,,,,,,,,,,,
,,,,,,,,id9acfbf2a,,e87,,,,,,,,,,,
,,,,,,,,id9b58a8e3,,,,,,,,,,,,,
,,,,,,,,idad0490d4,,af0,,,,,,,,,,,
,,,,,,,,idaefbaffd,,bf0,,,,,,,,,,,
,,,,,,,,idb69880c2,,,,,,,,,,,,,
,,,,,,,,idbbe02e53,,af8,,,,,,,,,,,
,,,,,,,,idbc2c3e40,,cf9,,,,,,,,,,,
,,,,,,,,idbc729a93,,d44,,,,,,,,,,,
,,,,,,,,idc3813f1,,,,,,,,,,,,,
,,,,,,,,idcc78219,,,,,,,,,,,,,
,,,,,,,,idd36728f8,,af8,,,,,,,,,,,
,,,,,,,,ide1b607c0,,ba1,,,,,,,,,,,
,,,,,,,,ide3bc70dd,,,,,,,,,,,,,
,,,,,,,,ide6e0e29f,,d49,,,,,,,,,,,
,,,,,,,,ideaf9c845,,a54,,,,,,,,,,,
,,,,,,,,ideef7d437,,,,,,,,,,,,,
,,,,,,,,idf20e8561,,f0c,,,,,,,,,,,
,,,,,,,,idf2958382,,d47,,,,,,,,,,,
,,,,,,,,idf2d78fe0,,bc5,,,,,,,,,,,
,,,,,,,,idf35314fd,,,,,,,,,,,,,
,,,,,,,,idf45f799,,d82,,,,,,,,,,,
,,,,,,,,idffd4d72e,,e87,,,,,,,,,,,
,,,,,,,,e8e6b,,cf9,,,,,,,,,,,
,,,,,,,,c095e,,cf9,,,,,,,,,,,
,,,,,,,,c3b26,,,,,,,,,,,,,
,,,,,,,,be0dc,,,,,,,,,,,,,
,,,,,,,,b967d,,af0,,,,,,,,,,,
,,,,,,,,d8ad2,,af0,,,,,,,,,,,
,,,,,,,,f2077,,af0,,,,,,,,,,,
,,,,,,,,f5cd0,,,,,,,,,,,,,
,,,,,,,,b15dd,,,,,,,,,,,,,
,,,,,,,,d2b9f,,,,,,,,,,,,,
,,,,,,,,cacf9,,,,,,,,,,,,,
,,,,,,,,a867a,,,,,,,,,,,,,
,,,,,,,,abd74,,,,,,,,,,,,,
,,,,,,,,d75d1,,,,,,,,,,,,,
,,,,,,,,f7ac8,,,,,,,,,,,,,
,,,,,,,,b1c7d,,,,,,,,,,,,,
,,,,,,,,a08b1,,dff,,,,,,,,,,,
,,,,,,,,b1c9a,,dff,,,,,,,,,,,
,,,,,,,,dcdc3,,dff,,,,,,,,,,,
,,,,,,,,fa05d,,f0c,,,,,,,,,,,
,,,,,,,,c0b46,,f0c,,,,,,,,,,,
,,,,,,,,id6c3deb9c,,,,,,,,,,,,,
,,,,heparan synthesis and cartilage formation,,,,a3dac,,,,,,,,,,,,,
,,,,unknown function,,,,af6e6,,,,,,,,,,,,,
,,,,N-CAM promoter,,,,bf18f,,,,,,,,,,,,,
,,,,"transcription regulation
exact function unknown",,,,e2e9e,,,,,,,,,,,,,
,,,,"chr11:43,940,000
",,,,ece0e,,,,,,,,,,,,,
,,,,unknown function,,,,f214d,,,,,,,,,,,,,
,,,,"chr11:46,020,000
",,,,f8fd1,,,,,,,,,,,,,
,,,,unknown function,,,,ed1b7,,,,,,,,,,,,,
,,,,,,,,d62db,,,,,,,,,,,,,
,,,,,,,,a9bee,,,,b5b79,Group,,,,,,,,
,,,,,,,,ad2c0,,,,f4f67,Group,,,,,,,,
,,,,,,,,b9d41,,,,ba1df,Complex,,,,,,,,
,,,,,,,,d2956,,,,e8b47,Group,,,,,,,,
,,,,,,,,e701c,,,,ce7bc,Group,,,,,,,,
,,,,,,,,f29df,,,,d4ec0,Complex,,,,,,,,
,,,,,,,,f5b86,,,,fe005,Complex,,,,,,,,
,,,,,,,,fe829,,,,b2319,Complex,,,,,,,,
,,,,,,,,,,,,,,0.0,0.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,
WikiPathways-description,"Copy number variations in the region 13q12.12 (exact position: chr13:23555358-24884622 (GRCh37), numbers from Kirov et al. 2014 10.1016/j.biopsych.2013.07.022  and literature cited there) are rare, pathological mutations in the human genome. It is a risk variation for neuropsychiatric diseases like schizophrenia (Kirov et al. 2014, 10.1016/j.biopsych.2013.07.022) and with the presence of SACS it harbors a gene known for causing Spastic ataxia (MIM # 270550). 
 ",,,,,,,,,,,,,,,,,,,,
,,1170.0172860847,600.0,,,,,,,,,,,,,,,,,,
,,,,LINC00362,GeneProduct,,,,,,,,,,,,,,,,
,,,,LINC00327,GeneProduct,,,,,,,,,,,,,,,,
,,,,LINC00352,GeneProduct,,,,,,,,,,,,,,,,
,,,,MIR2276,GeneProduct,,,,,,,,,,,,,,,,
,,,,SACS,GeneProduct,,,a03a8,,,,,,,,,,,,,
,,,,RTN4R,GeneProduct,,,a7e82,e1cbb,,,,,,,,,,,,
,,,,MIPEP,GeneProduct,,,a93b0,,,,,,,,,,,,,
,,,,ATXN1,GeneProduct,,,aabe3,,,,,,,,,,,,,
,,,,MAPK8,GeneProduct,,,b136b,f308f,,,,,,,,,,,,
,,,,TRAF3,GeneProduct,,,b1d82,fb60e,,,,,,,,,,,,
,,,,RAC1,GeneProduct,,,b9adb,,,,,,,,,,,,,
,ASEF2,,,SPATA13,GeneProduct,,,ba7bb,,,,,,,,,,,,,
,,,,CDC42,GeneProduct,,,c02bd,,,,,,,,,,,,,
,,,,Apoptosis,Pathway,,,c1493,,,,,,,,,,,,,
,,,,SGCA,GeneProduct,,,c2dad,fb6b8,,,,,,,,,,,,
,,,,C1QTNF9B,GeneProduct,,,c3565,,,,,,,,,,,,,
,"TROY, TAJ",,,TNFRSF19,GeneProduct,,,c4bce,,,,,,,,,,,,,
,,,,SSPN,GeneProduct,,,c777a,fb6b8,,,,,,,,,,,,
,,,,DAG1,GeneProduct,,,c8000,fb6b8,,,,,,,,,,,,
,,,,GDP,Metabolite,,,ca2fa,,,,,,,,,,,,,
,,,,RTN4,GeneProduct,,,cc205,,,,,,,,,,,,,
,,,,SGCD,GeneProduct,,,cce6b,fb6b8,,,,,,,,,,,,
,Complex portal,,,Dystrophin glycoprotein complex,,,,d08b8,fb6b8,,,,,,,,,,,,
,,,,TRAF2,GeneProduct,,,d2791,fb60e,,,,,,,,,,,,
,,,,DMD,GeneProduct,,,d2e25,fb6b8,,,,,,,,,,,,
,,,,RHOA,GeneProduct,,,d3cf9,,,,,,,,,,,,,
,,,,MAG,GeneProduct,,,d484e,,,,,,,,,,,,,
,,,,TRAF1,GeneProduct,,,db5e2,fb60e,,,,,,,,,,,,
,,,,ADIPOQ,GeneProduct,,,dcb3b,,,,,,,,,,,,,
,,,,SNTB1,GeneProduct,,,dff51,fb6b8,,,,,,,,,,,,
,,,,C1QTNF9,GeneProduct,,,e2472,,,,,,,,,,,,,
,,,,LINGO1,GeneProduct,,,e6be9,e1cbb,,,,,,,,,,,,
,,,,MAPK9,GeneProduct,,,eb49f,f308f,,,,,,,,,,,,
,,,,SGCB,GeneProduct,,,eea71,fb6b8,,,,,,,,,,,,
,,,,FLNC,GeneProduct,,,ef272,,,,,,,,,,,,,
,,,,TRAF5,GeneProduct,,,f0d2b,fb60e,,,,,,,,,,,,
,,,,SGCG,GeneProduct,,,f20ba,,,,,,,,,,,,,
,,,,DTNA,GeneProduct,,,fe2cb,fb6b8,,,,,,,,,,,,
,,,,SNTA1,GeneProduct,,,feab4,fb6b8,,,,,,,,,,,,
,,,,SGCG,GeneProduct,,,,fb6b8,,,,,,,,,,,,
,,,,,,,,id2233ab1,,f2e,,,,,,,,,,,
,,,,,,,,id4f8b3d65,,,,,,,,,,,,,
,,,,,,,,id533eea5f,,e91,,,,,,,,,,,
,,,,,,,,id60fd74c4,,aca,,,,,,,,,,,
,,,,,,,,id6a9cc133,,e9b,,,,,,,,,,,
,,,,,,,,id808f20bc,,f8e,,,,,,,,,,,
,,,,,,,,id954a30c4,,e9b,,,,,,,,,,,
,,,,,,,,ida00b2bd2,,c79,,,,,,,,,,,
,,,,,,,,ida458fded,,,,,,,,,,,,,
,,,,,,,,idc1cb0417,,,,,,,,,,,,,
,,,,,,,,idc25da1aa,,f2e,,,,,,,,,,,
,,,,,,,,idd99f0e0a,,c7b,,,,,,,,,,,
,,,,,,,,idee66cc97,,e91,,,,,,,,,,,
,,,,,,,,idf22fb651,,f8e,,,,,,,,,,,
,,,,,,,,idf4f32f26,,,,,,,,,,,,,
,,,,,,,,b42ac,,c7b,,,,,,,,,,,
,,,,,,,,ef88a,,f03,,,,,,,,,,,
,,,,,,,,cd286,,f03,,,,,,,,,,,
,,,,,,,,idbd52d486,,,,,,,,,,,,,
,,,,"Hsp70 chaperone
machinery",,,,a2dd0,,,,,,,,,,,,,
,,,,JNK pathway,,,,af14e,f308f,,,,,,,,,,,,
,,,,neurite outgrowth,,,,f9540,,,,,,,,,,,,,
,,,,"mitochondrial peptidase
cleaves proteins to 
mature size",,,,fc53c,,ff3,,,,,,,,,,,
,,,,chr13:23555358,,,,fd8d4,,,,,,,,,,,,,
,,,,chr13:24884622,,,,d9994,,,,,,,,,,,,,
,,,,,,,,a1e44,,,,fb6b8,Complex,,,,,,,,
,,,,,,,,c16e6,,,,e1cbb,Group,,,,,,,,
,,,,,,,,d5de7,,,,f308f,Group,,,,,,,,
,,,,,,,,e076f,,,,fb60e,Group,,,,,,,,
,,,,,,,,,,,,,,0.0,0.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,
WikiPathways-description,"Deletion or duplication of the CRYL1 gene located at chromosome 13q12 (chr13:20977806-21100012 (GRCh37)) is a risk factor for psychiatric disorders (Kirov et al. 2014). 
",,,,,,,,,,,,,,,,,,,,
,,419.0814170069476,346.4732430689883,,,,,,,,,,,,,,,,,,
,,,,NAD+,Metabolite,,,a2cad,,,,,,,,,,,,,
,,,,Cibacron blue,Metabolite,,,a4adc,,,,,,,,,,,,,
,,,,3-dehydro-L-gulonate,Metabolite,,,bad7a,,,,,,,,,,,,,
,,,,Malonate,Metabolite,,,c42dd,,,,,,,,,,,,,
,,,,CRYL1,GeneProduct,,,df3a3,,,,,,,,,,,,,
,,,,NADH,Metabolite,,,f45a4,,,,,,,,,,,,,
,,,,L-gulonate,Metabolite,,,f5d3b,,,,,,,,,,,,,
,,,,,,,,id7a599d82,,c6e,,,,,,,,,,,
,,,,,,,,id87e7c9a8,,c6e,,,,,,,,,,,
,,,,,,,,idc33a099b,,,,,,,,,,,,,
,,,,,,,,df7b1,,c6e,,,,,,,,,,,
,,,,,,,,,,,,,,0.0,0.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,
WikiPathways-description,"This pathway shows the genes known in the 15q11.2 region which can cause a copy number variation syndrome (CNV) if deleted or duplicated (or triplicated). These rare genetic syndromes are called 15q11.2 deletion or duplication syndrome, also known as Burnside Butler syndrome. This region is relatively small compared to other CNVs but it contains with NIPA1 and NIPA2 two important Magnesium transporters which are active in the central nervous system. CYFIP1 is an important interactor with FMR1, which is the causative gene for fragile X syndrome. The breakpoints (chr15:22,805,313-23,094,530 GRCh37/hg19) are defined as given in Kendall et al. 2017: https://doi.org/10.1016/j.biopsych.2016.08.014.",,,,,,,,,,,,,,,,,,,,
,,544.3129770992366,459.5,,,,,,,,,,,,,,,,,,
,,,,ELMO2P1,GeneProduct,,,,,,,,,,,,,,,,
,,,,gamma tubulin complex,Complex,,,b022f,dae31,,,,,,,,,,,,
,,,,TUBGCP5,GeneProduct,,,b5b94,,,,,,,,,,,,,
,,,,NIPA2,GeneProduct,,,bd67f,,,,,,,,,,,,,
,,,,TUBGCP6,GeneProduct,,,be43d,dae31,,,,,,,,,,,,
,,,,TUBGCP4,GeneProduct,,,c85b6,dae31,,,,,,,,,,,,
,,,,Fragile X Syndrome,Pathway,,,dcc3d,,,,,,,,,,,,,
,,,,Mg2+,Metabolite,,,de121,,,,,,,,,,,,,
,,,,TUBGCP2,GeneProduct,,,dee52,dae31,,,,,,,,,,,,
,,,,NIPA1,GeneProduct,,,e51fd,,,,,,,,,,,,,
,,,,CYFIP1,GeneProduct,,,e96b4,,,,,,,,,,,,,
,,,,TUBGCP3,GeneProduct,,,f6cff,dae31,,,,,,,,,,,,
,,,,FMR1,GeneProduct,,,fcd27,,,,,,,,,,,,,
,,,,TUBGCP5,GeneProduct,,,e89a8,dae31,,,,,,,,,,,,
,,,,,,,,id21e40de5,,bf1,,,,,,,,,,,
,,,,,,,,ida94b906,,d21,,,,,,,,,,,
,,,,,,,,idb4905ee8,,dec,,,,,,,,,,,
,,,,,,,,idcb28a0a0,,b5d,,,,,,,,,,,
,,,,,,,,idd9ba9c1d,,,,,,,,,,,,,
,,,,,,,,f0ce1,,,,,,,,,,,,,
,,,,,,,,e45f7,,,,,,,,,,,,,
,,,,Transport of Mg,,,,bada5,,,,,,,,,,,,,
,,,,RNA gene,,,,bf0de,,,,,,,,,,,,,
,,,,pseudo gene,,,,b8b8a,,,,,,,,,,,,,
,,,,"Chromosome 15:22,805,313",,,,e2f00,,,,,,,,,,,,,
,,,,"Chromosome 15:23,094,530",,,,e9a0a,,,,,,,,,,,,,
,,,,,,,,dfff0,,,,dae31,Complex,,,,,,,,
,,,,,,,,,,,,,,0.0,0.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,
WikiPathways-description,"Deletions or duplications of the region 15q11q13 are rare genetic copy number variations that have an increased risk of neuropsychiatric disorders. The most reported breakpoints are between chr15:29161368-30375967 (BP3-4) or chr15:29161368-32462776 (BP 3-5) (GRCh37). The chromosomal positions are taken from Kirov et al. 2014. 10.1016/j.biopsych.2013.07.022 and literature cited there. 
",,,,,,,,,,,,,,,,,,,,
,,1931.0628265579207,632.6842105263156,,,,,,,,,,,,,,,,,,
,,,,MIR211,GeneProduct,,,,,,,,,,,,,,,,
,,,,SLF2,GeneProduct,,,,e7c25,,,,,,,,,,,,
,,,,SMC5,GeneProduct,,,,e7c25,,,,,,,,,,,,
,,,,EID3,GeneProduct,,,,e7c25,,,,,,,,,,,,
,,,,NSMCE1,GeneProduct,,,,e7c25,,,,,,,,,,,,
,,,,NSMCE2,GeneProduct,,,,e7c25,,,,,,,,,,,,
,,,,NSMCE3,GeneProduct,,,,e7c25,,,,,,,,,,,,
,,,,SMC6,GeneProduct,,,,e7c25,,,,,,,,,,,,
,,,,SLF1,GeneProduct,,,,e7c25,,,,,,,,,,,,
,,,,Claudins,GeneProduct,,,a228a,,,,,,,,,,,,,
,,,,SERPINH1,GeneProduct,,,aa26f,,,,,,,,,,,,,
,,,,RIC3,GeneProduct,,,aa821,,,,,,,,,,,,,
,,,,MYZAP,GeneProduct,,,adaa1,,,,,,,,,,,,,
,,,,CHRNA7,GeneProduct,,,adab5,,,,,,,,,,,,,
,,,,RELA,GeneProduct,,,af47a,,,,,,,,,,,,,
,,,,Deubiquitination,Pathway,,,b3f2e,,,,,,,,,,,,,
,Complex portal,,,"SMC5-SMC6 SUMO
ligase complex",Complex,,,b43b6,e7c25,,,,,,,,,,,,
,,,,FANCD2,GeneProduct,,,b52c4,,,,,,,,,,,,,
,"NDNL2, MAGEG1",,,NSMCE3,GeneProduct,,,b700a,,,,,,,,,,,,,
,,,,glutamate,Metabolite,,,b82a3,,,,,,,,,,,,,
,,,,TJP3,GeneProduct,,,ba5ec,,,,,,,,,,,,,
,,,,FANCI,GeneProduct,,,ba7e7,,,,,,,,,,,,,
,,,,TJP1,GeneProduct,,,bcbf7,,,,,,,,,,,,,
,,,,CDC42BPB,GeneProduct,,,bd3fd,,,,,,,,,,,,,
,,,,GJD3,GeneProduct,,,be24e,,,,,,,,,,,,,
,,,,OTUD7A,GeneProduct,,,be610,,,,,,,,,,,,,
,,,,MITF,GeneProduct,,,c042e,,,,,,,,,,,,,
,,,,STX1A,GeneProduct,,,c27a9,,,,,,,,,,,,,
,,,,TRPM1,GeneProduct,,,c7b5f,,,,,,,,,,,,,
,,,,Na+,Metabolite,,,c93f1,ea41a,,,,,,,,,,,,
,,,,Ni2+,Metabolite,,,cc6a9,ea41a,,,,,,,,,,,,
,GJA12,,,GJC2,GeneProduct,,,cf19e,,,,,,,,,,,,,
,,,,SPEF1,GeneProduct,,,cf302,,,,,,,,,,,,,
,,,,F-actin,GeneProduct,,,cfe80,,,,,,,,,,,,,
,,,,STX1B,GeneProduct,,,d1bf3,,,,,,,,,,,,,
,,,,GOLGA8T,GeneProduct,,,d2545,,,,,,,,,,,,,
,,,,STXBP1,GeneProduct,,,d4b7b,,,,,,,,,,,,,
,,,,TRPM3,GeneProduct,,,d5aef,d611a,,,,,,,,,,,,
,,,,HDAC1,GeneProduct,,,d691f,f2992,,,,,,,,,,,,
,,,,GOLGA8H,GeneProduct,,,d805a,,,,,,,,,,,,,
,,,,Mg2+,Metabolite,,,d90e2,ea41a,,,,,,,,,,,,
,,,,OCLN,GeneProduct,,,d9ad2,,,,,,,,,,,,,
,,,,KLF13,GeneProduct,,,d9ce7,,,,,,,,,,,,,
,,,,NECAB3,GeneProduct,,,d9d9c,,,,,,,,,,,,,
,,,,Ba2+,Metabolite,,,da9a5,ea41a,,,,,,,,,,,,
,,,,FAN1,GeneProduct,,,dc79b,,,,,,,,,,,,,
,,,,Ca2+,Metabolite,,,ddea1,ea41a,,,,,,,,,,,,
,,,,UBN1,GeneProduct,,,df225,,,,,,,,,,,,,
,,,,SIN3A,GeneProduct,,,e0497,f2992,,,,,,,,,,,,
,,,,CGN,GeneProduct,,,e0936,,,,,,,,,,,,,
,,,,CALM,GeneProduct,,,e23bd,,,,,,,,,,,,,
,,,,ANKRD2,GeneProduct,,,e4852,,,,,,,,,,,,,
,RANTES,,,CCL5,GeneProduct,,,e603b,,,,,,,,,,,,,
,,,,GJA1,GeneProduct,,,e8cfb,,,,,,,,,,,,,
,,,,Zn2+,Metabolite,,,eaca3,,,,,,,,,,,,,
,,,,APP,GeneProduct,,,eb273,,,,,,,,,,,,,
,,,,Mn2+,Metabolite,,,ec124,ea41a,,,,,,,,,,,,
,,,,Acetylcholine,Metabolite,,,eeb3b,,,,,,,,,,,,,
,NACHO?,,,CANX,GeneProduct,,,f05da,,,,,,,,,,,,,
,,,,GOLGA8R,GeneProduct,,,f11e6,,,,,,,,,,,,,
,,,,DNMBP,GeneProduct,,,f1c1e,,,,,,,,,,,,,
,"FAM189A1, KIAA0574",,,ENTREP2,GeneProduct,,,f30bf,,,,,,,,,,,,,
,"PCAF, P300/CBP-associated factor",,,KAT2B,GeneProduct,,,f31e9,,,,,,,,,,,,,
,,,,GOLGA8Q,GeneProduct,,,f389a,,,,,,,,,,,,,
,,,,TJP2,GeneProduct,,,f4b78,,,,,,,,,,,,,
,,,,MTMR10,GeneProduct,,,f6dc6,,,,,,,,,,,,,
,,,,LYPD6,GeneProduct,,,f9e7e,,,,,,,,,,,,,
,,,,GOLGA8J,GeneProduct,,,faa12,,,,,,,,,,,,,
,,,,CXADR,GeneProduct,,,fad75,,,,,,,,,,,,,
,,,,APBA2,GeneProduct,,,fbb97,,,,,,,,,,,,,
,,,,CREBBP,GeneProduct,,,fc0dd,,,,,,,,,,,,,
,,,,TRPM1,GeneProduct,,,c2dbd,d611a,,,,,,,,,,,,
,,,,Zn2+,Metabolite,,,eed7b,,,,,,,,,,,,,
,,,,Ni2+,Metabolite,,,c3ab8,ed440,,,,,,,,,,,,
,,,,Mg2+,Metabolite,,,b8bcc,ed440,,,,,,,,,,,,
,,,,Ba2+,Metabolite,,,ea422,ed440,,,,,,,,,,,,
,,,,Ca2+,Metabolite,,,f3f05,ed440,,,,,,,,,,,,
,,,,Mn2+,Metabolite,,,bfdd9,ed440,,,,,,,,,,,,
,,,,Na+,Metabolite,,,c9577,ed440,,,,,,,,,,,,
,,,,,,,,id23c2f72b,,ad1,,,,,,,,,,,
,,,,,,,,id2a53563e,,c33,,,,,,,,,,,
,,,,,,,,id2f5d0d82,,afe,,,,,,,,,,,
,,,,,,,,id42b23baf,,,,,,,,,,,,,
,,,,,,,,id462282e8,,afe,,,,,,,,,,,
,,,,,,,,id4ac38c82,,,,,,,,,,,,,
,,,,,,,,id4dd2262b,,c41,,,,,,,,,,,
